2026-03-11 16:39:10,161 | INFO | anomaly_app | Starting anomaly detection API
2026-03-11 20:05:29,400 | INFO | anomaly_processor | Running anomaly detector
2026-03-11 20:05:29,555 | INFO | anomaly_processor | Anomaly detection completed successfully
2026-03-11 20:05:29,557 | INFO | anomaly_processor | Uploading scored CSV to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200528.csv
2026-03-11 20:05:29,655 | INFO | anomaly_processor | Saving updated baseline to S3
2026-03-11 20:05:29,656 | INFO | anomaly_baseline | Saving baseline to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:05:29,685 | INFO | anomaly_baseline | Baseline saved successfully
2026-03-11 20:05:29,685 | INFO | anomaly_processor | Baseline saved to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:05:29,721 | INFO | anomaly_processor | Uploaded log file to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/logs/app.log
2026-03-11 20:05:29,722 | INFO | anomaly_processor | Uploading summary JSON to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200528_summary.json
2026-03-11 20:05:29,751 | INFO | anomaly_processor | Finished processing s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200528.csv | rows=100 | anomalies=6
2026-03-11 20:06:29,001 | INFO | anomaly_app | Received request on /notify
2026-03-11 20:06:29,001 | INFO | anomaly_app | SNS message type: Notification
2026-03-11 20:06:29,001 | INFO | anomaly_app | Parsing SNS notification message
2026-03-11 20:06:29,001 | INFO | anomaly_app | Notification contains 1 record(s)
2026-03-11 20:06:29,001 | INFO | anomaly_app | Received S3 object key: raw/sensors_20260311T200628.csv
2026-03-11 20:06:29,001 | INFO | anomaly_app | Queueing background processing for file: raw/sensors_20260311T200628.csv
2026-03-11 20:06:29,002 | INFO | anomaly_processor | Starting processing for s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200628.csv
2026-03-11 20:06:29,003 | INFO | anomaly_processor | Downloading raw file: s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200628.csv
2026-03-11 20:06:29,082 | INFO | anomaly_processor | Loaded 100 rows with columns: ['timestamp', 'temperature', 'humidity', 'pressure', 'wind_speed']
2026-03-11 20:06:29,082 | INFO | anomaly_processor | Loading current baseline from S3
2026-03-11 20:06:29,082 | INFO | anomaly_baseline | Loading baseline from s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:06:29,171 | INFO | anomaly_baseline | Baseline loaded successfully
2026-03-11 20:06:29,171 | INFO | anomaly_processor | Baseline loaded successfully
2026-03-11 20:06:29,172 | INFO | anomaly_processor | Column 'temperature' has 100 non-null values for baseline update
2026-03-11 20:06:29,172 | INFO | anomaly_baseline | Updating baseline for channel 'temperature' with 100 new values
2026-03-11 20:06:29,172 | INFO | anomaly_baseline | Updated channel 'temperature': count 300 -> 400, mean=21.8619, std=1.9895
2026-03-11 20:06:29,172 | INFO | anomaly_processor | Updated baseline for 'temperature': count=400, mean=21.8619, std=1.9895
2026-03-11 20:06:29,173 | INFO | anomaly_processor | Column 'humidity' has 100 non-null values for baseline update
2026-03-11 20:06:29,173 | INFO | anomaly_baseline | Updating baseline for channel 'humidity' with 100 new values
2026-03-11 20:06:29,173 | INFO | anomaly_baseline | Updated channel 'humidity': count 300 -> 400, mean=55.3622, std=7.0037
2026-03-11 20:06:29,173 | INFO | anomaly_processor | Updated baseline for 'humidity': count=400, mean=55.3622, std=7.0037
2026-03-11 20:06:29,174 | INFO | anomaly_processor | Column 'pressure' has 100 non-null values for baseline update
2026-03-11 20:06:29,174 | INFO | anomaly_baseline | Updating baseline for channel 'pressure' with 100 new values
2026-03-11 20:06:29,174 | INFO | anomaly_baseline | Updated channel 'pressure': count 300 -> 400, mean=1013.1668, std=3.9333
2026-03-11 20:06:29,174 | INFO | anomaly_processor | Updated baseline for 'pressure': count=400, mean=1013.1668, std=3.9333
2026-03-11 20:06:29,175 | INFO | anomaly_processor | Column 'wind_speed' has 100 non-null values for baseline update
2026-03-11 20:06:29,175 | INFO | anomaly_baseline | Updating baseline for channel 'wind_speed' with 100 new values
2026-03-11 20:06:29,175 | INFO | anomaly_baseline | Updated channel 'wind_speed': count 300 -> 400, mean=9.7166, std=2.8046
2026-03-11 20:06:29,175 | INFO | anomaly_processor | Updated baseline for 'wind_speed': count=400, mean=9.7166, std=2.8046
2026-03-11 20:06:29,175 | INFO | anomaly_processor | Running anomaly detector
2026-03-11 20:06:29,334 | INFO | anomaly_processor | Anomaly detection completed successfully
2026-03-11 20:06:29,336 | INFO | anomaly_processor | Uploading scored CSV to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200628.csv
2026-03-11 20:06:29,382 | INFO | anomaly_processor | Saving updated baseline to S3
2026-03-11 20:06:29,382 | INFO | anomaly_baseline | Saving baseline to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:06:29,409 | INFO | anomaly_baseline | Baseline saved successfully
2026-03-11 20:06:29,409 | INFO | anomaly_processor | Baseline saved to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:06:29,440 | INFO | anomaly_processor | Uploaded log file to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/logs/app.log
2026-03-11 20:06:29,441 | INFO | anomaly_processor | Uploading summary JSON to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200628_summary.json
2026-03-11 20:06:29,474 | INFO | anomaly_processor | Finished processing s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200628.csv | rows=100 | anomalies=5
2026-03-11 20:07:29,446 | INFO | anomaly_app | Received request on /notify
2026-03-11 20:07:29,446 | INFO | anomaly_app | SNS message type: Notification
2026-03-11 20:07:29,446 | INFO | anomaly_app | Parsing SNS notification message
2026-03-11 20:07:29,446 | INFO | anomaly_app | Notification contains 1 record(s)
2026-03-11 20:07:29,446 | INFO | anomaly_app | Received S3 object key: raw/sensors_20260311T200728.csv
2026-03-11 20:07:29,447 | INFO | anomaly_app | Queueing background processing for file: raw/sensors_20260311T200728.csv
2026-03-11 20:07:29,448 | INFO | anomaly_processor | Starting processing for s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200728.csv
2026-03-11 20:07:29,449 | INFO | anomaly_processor | Downloading raw file: s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200728.csv
2026-03-11 20:07:29,547 | INFO | anomaly_processor | Loaded 100 rows with columns: ['timestamp', 'temperature', 'humidity', 'pressure', 'wind_speed']
2026-03-11 20:07:29,547 | INFO | anomaly_processor | Loading current baseline from S3
2026-03-11 20:07:29,547 | INFO | anomaly_baseline | Loading baseline from s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:07:29,630 | INFO | anomaly_baseline | Baseline loaded successfully
2026-03-11 20:07:29,630 | INFO | anomaly_processor | Baseline loaded successfully
2026-03-11 20:07:29,631 | INFO | anomaly_processor | Column 'temperature' has 100 non-null values for baseline update
2026-03-11 20:07:29,631 | INFO | anomaly_baseline | Updating baseline for channel 'temperature' with 100 new values
2026-03-11 20:07:29,631 | INFO | anomaly_baseline | Updated channel 'temperature': count 400 -> 500, mean=21.9511, std=2.0152
2026-03-11 20:07:29,631 | INFO | anomaly_processor | Updated baseline for 'temperature': count=500, mean=21.9511, std=2.0152
2026-03-11 20:07:29,631 | INFO | anomaly_processor | Column 'humidity' has 100 non-null values for baseline update
2026-03-11 20:07:29,631 | INFO | anomaly_baseline | Updating baseline for channel 'humidity' with 100 new values
2026-03-11 20:07:29,632 | INFO | anomaly_baseline | Updated channel 'humidity': count 400 -> 500, mean=55.3128, std=6.6261
2026-03-11 20:07:29,632 | INFO | anomaly_processor | Updated baseline for 'humidity': count=500, mean=55.3128, std=6.6261
2026-03-11 20:07:29,632 | INFO | anomaly_processor | Column 'pressure' has 100 non-null values for baseline update
2026-03-11 20:07:29,632 | INFO | anomaly_baseline | Updating baseline for channel 'pressure' with 100 new values
2026-03-11 20:07:29,632 | INFO | anomaly_baseline | Updated channel 'pressure': count 400 -> 500, mean=1013.2093, std=3.9111
2026-03-11 20:07:29,633 | INFO | anomaly_processor | Updated baseline for 'pressure': count=500, mean=1013.2093, std=3.9111
2026-03-11 20:07:29,633 | INFO | anomaly_processor | Column 'wind_speed' has 100 non-null values for baseline update
2026-03-11 20:07:29,633 | INFO | anomaly_baseline | Updating baseline for channel 'wind_speed' with 100 new values
2026-03-11 20:07:29,633 | INFO | anomaly_baseline | Updated channel 'wind_speed': count 400 -> 500, mean=9.7730, std=2.7764
2026-03-11 20:07:29,633 | INFO | anomaly_processor | Updated baseline for 'wind_speed': count=500, mean=9.7730, std=2.7764
2026-03-11 20:07:29,633 | INFO | anomaly_processor | Running anomaly detector
2026-03-11 20:07:29,792 | INFO | anomaly_processor | Anomaly detection completed successfully
2026-03-11 20:07:29,794 | INFO | anomaly_processor | Uploading scored CSV to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200728.csv
2026-03-11 20:07:29,832 | INFO | anomaly_processor | Saving updated baseline to S3
2026-03-11 20:07:29,833 | INFO | anomaly_baseline | Saving baseline to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:07:29,871 | INFO | anomaly_baseline | Baseline saved successfully
2026-03-11 20:07:29,872 | INFO | anomaly_processor | Baseline saved to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:07:29,902 | INFO | anomaly_processor | Uploaded log file to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/logs/app.log
2026-03-11 20:07:29,902 | INFO | anomaly_processor | Uploading summary JSON to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200728_summary.json
2026-03-11 20:07:29,937 | INFO | anomaly_processor | Finished processing s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200728.csv | rows=100 | anomalies=6
2026-03-11 20:08:29,162 | INFO | anomaly_app | Received request on /notify
2026-03-11 20:08:29,162 | INFO | anomaly_app | SNS message type: Notification
2026-03-11 20:08:29,162 | INFO | anomaly_app | Parsing SNS notification message
2026-03-11 20:08:29,162 | INFO | anomaly_app | Notification contains 1 record(s)
2026-03-11 20:08:29,162 | INFO | anomaly_app | Received S3 object key: raw/sensors_20260311T200828.csv
2026-03-11 20:08:29,162 | INFO | anomaly_app | Queueing background processing for file: raw/sensors_20260311T200828.csv
2026-03-11 20:08:29,164 | INFO | anomaly_processor | Starting processing for s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200828.csv
2026-03-11 20:08:29,164 | INFO | anomaly_processor | Downloading raw file: s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/raw/sensors_20260311T200828.csv
2026-03-11 20:08:29,240 | INFO | anomaly_processor | Loaded 100 rows with columns: ['timestamp', 'temperature', 'humidity', 'pressure', 'wind_speed']
2026-03-11 20:08:29,241 | INFO | anomaly_processor | Loading current baseline from S3
2026-03-11 20:08:29,241 | INFO | anomaly_baseline | Loading baseline from s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/state/baseline.json
2026-03-11 20:08:29,337 | INFO | anomaly_baseline | Baseline loaded successfully
2026-03-11 20:08:29,337 | INFO | anomaly_processor | Baseline loaded successfully
2026-03-11 20:08:29,338 | INFO | anomaly_processor | Column 'temperature' has 100 non-null values for baseline update
2026-03-11 20:08:29,338 | INFO | anomaly_baseline | Updating baseline for channel 'temperature' with 100 new values
2026-03-11 20:08:29,338 | INFO | anomaly_baseline | Updated channel 'temperature': count 500 -> 600, mean=21.9529, std=1.9367
2026-03-11 20:08:29,338 | INFO | anomaly_processor | Updated baseline for 'temperature': count=600, mean=21.9529, std=1.9367
2026-03-11 20:08:29,339 | INFO | anomaly_processor | Column 'humidity' has 100 non-null values for baseline update
2026-03-11 20:08:29,339 | INFO | anomaly_baseline | Updating baseline for channel 'humidity' with 100 new values
2026-03-11 20:08:29,339 | INFO | anomaly_baseline | Updated channel 'humidity': count 500 -> 600, mean=55.3817, std=7.0390
2026-03-11 20:08:29,339 | INFO | anomaly_processor | Updated baseline for 'humidity': count=600, mean=55.3817, std=7.0390
2026-03-11 20:08:29,340 | INFO | anomaly_processor | Column 'pressure' has 100 non-null values for baseline update
2026-03-11 20:08:29,340 | INFO | anomaly_baseline | Updating baseline for channel 'pressure' with 100 new values
2026-03-11 20:08:29,340 | INFO | anomaly_baseline | Updated channel 'pressure': count 500 -> 600, mean=1013.1962, std=3.8151
2026-03-11 20:08:29,340 | INFO | anomaly_processor | Updated baseline for 'pressure': count=600, mean=1013.1962, std=3.8151
2026-03-11 20:08:29,340 | INFO | anomaly_processor | Column 'wind_speed' has 100 non-null values for baseline update
2026-03-11 20:08:29,340 | INFO | anomaly_baseline | Updating baseline for channel 'wind_speed' with 100 new values
2026-03-11 20:08:29,341 | INFO | anomaly_baseline | Updated channel 'wind_speed': count 500 -> 600, mean=9.9150, std=2.8425
2026-03-11 20:08:29,341 | INFO | anomaly_processor | Updated baseline for 'wind_speed': count=600, mean=9.9150, std=2.8425
2026-03-11 20:08:29,341 | INFO | anomaly_processor | Running anomaly detector
2026-03-11 20:08:29,497 | INFO | anomaly_processor | Anomaly detection completed successfully
2026-03-11 20:08:29,499 | INFO | anomaly_processor | Uploading scored CSV to s3://anomaly-detection-stack-appbucket-bm8kuvxwomcf/processed/sensors_20260311T200828.csv
2026-03-11 20:08:29,528 | INFO | anomaly_processor | Saving updated baseline to S3
